id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers
A Gun in Each Hand_2012_889344_945,"¿Qué tal? Bien, ¿qué haces aquí?",greetings,1.0,A Gun in Each Hand,"01:06:02,707","01:06:05,590",María. Hola.,"Vengo de casa de mi hermana, le he dejado los niños esta noche. | '¿Y tú?",
A Gun in Each Hand_2012_889344_946,"Vengo de casa de mi hermana, le he dejado los niños esta noche.",family,0.6029151105880738,A Gun in Each Hand,"01:06:05,710","01:06:07,797","María. Hola. | ¿Qué tal? Bien, ¿qué haces aquí?","'¿Y tú? | Del trabajo, voy a Io de Julián, tú también, ¿no?",lexical:che
A Gun in Each Hand_2012_889344_950,"Iba por su cuenta. Ah, vale, sube.",farewells,0.7557236862182618,A Gun in Each Hand,"01:06:14,302","01:06:16,389","Del trabajo, voy a Io de Julián, tú también, ¿no? | Sí. ¿Y Sara?",EI cinturón. | '¿A qué huele?,
A Gun in Each Hand_2012_889344_958,¿Cómo estás?,greetings,1.0,A Gun in Each Hand,"01:07:11,567","01:07:12,077","Los ha escondido, porque el otro día se los tiré y se enfadó un poco. | Divórciate, María. Ya Io pensé.","Bien, muy bien. | Manual de Psicomagía.",
A Gun in Each Hand_2012_889344_959,"Bien, muy bien.",farewells,0.7150223922729493,A Gun in Each Hand,"01:07:13,694","01:07:15,118","Divórciate, María. Ya Io pensé. | ¿Cómo estás?",Manual de Psicomagía. | ¿Qué es esto?,
A Gun in Each Hand_2012_889344_985,"Si te vas a reír, me voy a enfadar. No era mi intención.",apologies,0.793657054901123,A Gun in Each Hand,"01:09:21,155","01:09:23,872","Estaba en una estantería, al lado de una foto mía. | Eso no está en el ejercicio.",Se Io tomó en serio y Io hizo muy bien. | Vale.,
A Gun in Each Hand_2012_889344_1001,"pero ya sabes que soy muy discreto, ¿cómo estás?",greetings,0.8475454235076904,A Gun in Each Hand,"01:10:43,905","01:10:45,992","Tienes razón, nosotras solo hablamos de nuestras parejas. | Creía que era un admirador. Lo soy,","Si ya Io se, bien. ¿Tú? | Bien, todo muy bien.",
A Gun in Each Hand_2012_889344_1003,"Bien, todo muy bien.",farewells,0.6353776168823243,A Gun in Each Hand,"01:10:47,658","01:10:49,379","pero ya sabes que soy muy discreto, ¿cómo estás? | Si ya Io se, bien. ¿Tú?","¿Sí? Sí, sí. | Nada, es que te vi al pasar, y. ¿qué haces aquí?",
A Gun in Each Hand_2012_889344_1005,"Nada, es que te vi al pasar, y. ¿qué haces aquí?",greetings,0.6497191619873047,A Gun in Each Hand,"01:10:51,996","01:10:54,760","Bien, todo muy bien. | ¿Sí? Sí, sí.","Voy a Io de Julián, ¿tú no? Sí, sí, sí. | Es que vine en metro, me daba pereza coger Ia moto.",
A Gun in Each Hand_2012_889344_1010,¿Desde casa? Sí.,family,0.8,A Gun in Each Hand,"01:11:05,885","01:11:07,972","Porque igual vuelve a llover, ¿y María? | María viene directa desde el trabajo, yo vine andando.","Bien hecho, que andar va muy bien, ¿no?, | caminar un poco. Sí.",
A Gun in Each Hand_2012_889344_1012,caminar un poco. Sí.,farewells,0.6386684608459473,A Gun in Each Hand,"01:11:11,516","01:11:12,903","¿Desde casa? Sí. | Bien hecho, que andar va muy bien, ¿no?,","¿Y qué querías comprar? | Pues no Io sé, vi abierto y pensé en comprar",
A Gun in Each Hand_2012_889344_1021,"Perdona, ¿qué querías?",apologies,0.8,A Gun in Each Hand,"01:11:36,332","01:11:37,625","no sabía qué hacer, si responder o no reponder. | Bueno, no pasa nada, no te preocupes.",Preguntarte una cosa. | ¿Qué cosa? ¿Aún juegas al fútbol?,
A Gun in Each Hand_2012_889344_1050,"¿ pa qué? . ., ¿Ghz ¿pa 'a qué?",greetings,0.6064445686340333,A Gun in Each Hand,"01:13:17,517","01:13:20,197","al contrario. | Y ya son muchos meses de tensión, de mal humor, y.",¿Y le pasa siempre que hacéis el amor o? | ¿Que hacemos qué?,
A Gun in Each Hand_2012_889344_1056,Creo que le voy a comprar una buena ginebra a Julián.,opinions,0.722432496547699,A Gun in Each Hand,"01:13:37,662","01:13:39,667","eso, eso no, eso bórralo, ¿vale?. | No es mi estilo, ¿sabes qué?","Si quieres te Io presto. | No, gracias.",
A Gun in Each Hand_2012_889344_1057,Si quieres te Io presto.,farewells,0.7676076126098633,A Gun in Each Hand,"01:13:48,422","01:13:49,384","No es mi estilo, ¿sabes qué? | Creo que le voy a comprar una buena ginebra a Julián.","No, gracias. | Otra marcada con rotulador rojo,",
A Gun in Each Hand_2012_889344_1060,simbiosis madre hijo.,family,0.6666698718070984,A Gun in Each Hand,"01:14:04,438","01:14:06,609","No, gracias. | Otra marcada con rotulador rojo,","Con?ictos derivados de vínculos traumáticos maternos, | muy subrayada. Sí, pobre.",
A Gun in Each Hand_2012_889344_1079,"No pongas esa cara, no es tan raro. Vamos a ver, eh,",plans,0.8,A Gun in Each Hand,"01:15:35,738","01:15:38,538","Sí, de miel con María. | Miel con María.","yo no pongo en duda que chuparte los pies, | durante seis noches seguidas puede ayudar en cualquier problema,",
A Gun in Each Hand_2012_889344_1128,¿Chacras? Sí.,greetings,0.6818502616882325,A Gun in Each Hand,"01:18:44,969","01:18:45,598","últimamente creo, que ha repetido con uno, | pero se cansará, ya verás, porque este trabaja con chacras.","¿Yo también tengo? No, no, tú seguro que no. | Ah, menos mal. Sí.",
A Gun in Each Hand_2012_889344_1144,"La noche que cenamos en vuestra casa,",family,0.8,A Gun in Each Hand,"01:19:42,026","01:19:43,367","No, no, a mí. a mí tampoco, ¿cuándo pasó esto? | La semana pasada. ¿La semana pasada?","bebimos, se animó, y Io intentamos. | ¿Y por qué no nos Ilamasteis?",lexical:che
A Gun in Each Hand_2012_889344_1157,¿Quieres decir aparte de mujeres y gays?,plans,0.8,A Gun in Each Hand,"01:20:29,448","01:20:31,204","No, no, nO. | Solo pensaba en qué tipo de gente va a estas clases.","Pues que sepas que también van algunos hombres, | pero son mucho másjóvenes que vosotros, más inteligentes,",lexical:apa
A Gun in Each Hand_2012_889344_1170,"pero ahora, me has dejado un poco preocupado,",emotions,0.8,A Gun in Each Hand,"01:21:18,080","01:21:19,338","que hablar, no conmigo. | Y voy a hablar con él, claro que voy a hablar con él,","como te puedes imaginar. | Un accidente, un día nos estábamos peleando mucho,",
A Gun in Each Hand_2012_889344_1171,como te puedes imaginar.,requests,0.8,A Gun in Each Hand,"01:21:19,373","01:21:20,168","Y voy a hablar con él, claro que voy a hablar con él, | pero ahora, me has dejado un poco preocupado,","Un accidente, un día nos estábamos peleando mucho, | me empujó y yo me di contra una puerta, me empujó.",
A Gun in Each Hand_2012_889344_1182,"y cuando llega tarde a casa, estás más tranquila,",family,0.8,A Gun in Each Hand,"01:21:52,990","01:21:54,830","Y al final te acostumbras, te acostumbras, | y te quedas esperando a Ia siguiente bronca,","los niños también. | No es, no está bien.",
A Gun in Each Hand_2012_889344_1185,"Perdóname, María, pero, no sé, me siento como si,",apologies,0.8,A Gun in Each Hand,"01:22:00,706","01:22:04,882","los niños también. | No es, no está bien.","nos hubiese estado engañando, de alguna manera, este tiempo. | Todos somos una cosa y parecemos otra, ¿no?",
A Gun in Each Hand_2012_889344_1205,"Además, en casa nos sobran ceniceros, así que.",family,0.8,A Gun in Each Hand,"01:23:31,839","01:23:35,018","Pues nada, Io probaré, | Io probaré, a ver si a mí también me.","Un día, hablando con mi amiga, | me dio el libro, me gustó, y Io dejé por ahí.",
A Gun in Each Hand_2012_889344_1210,Me alegro. Mi vajilla también.,emotions,0.7474080276489259,A Gun in Each Hand,"01:23:54,445","01:23:57,245","Y Io vio, Io empezó a leer, compramos Ia miel, | y estamos mucho mejor.","Pídele que vuelva a jugar al fútbol. | Sí es que en realidad Io echamos, era malísimo.",
A Gun in Each Hand_2012_889344_1216,Eh. ¿el qué?,greetings,0.6843299102783204,A Gun in Each Hand,"01:24:17,343","01:24:19,182","Le puedo decir que venga a Ia piscina conmigo, no sé. | Ahora ha empezado a hacer meditación y le va muy bien.","Meditación. ¿Y dónde Io hace? | Pues, pues no Io sé, por el centro creo, pero, pregúntaselo,",
A Gun in Each Hand_2012_889344_1219,"le sienta muy bien, ¿qué pasa?, ¿te interesa?",greetings,0.6309097480773926,A Gun in Each Hand,"01:24:31,649","01:24:34,034","Meditación. ¿Y dónde Io hace? | Pues, pues no Io sé, por el centro creo, pero, pregúntaselo,","Muchísimo, muchísimo, | pero yo estoy ahora, con unas clases de tarot,",
A Gun in Each Hand_2012_889344_1231,Me alegro.,emotions,0.7637337875366211,A Gun in Each Hand,"01:25:18,112","01:25:18,741","Ha sido una charla muy interesante, | muy instructiva.",Hola. Hola. | Me Io he encontrado buscando un taxi y le he traído.,
A Gun in Each Hand_2012_889344_1232,Hola. Hola.,greetings,1.0,A Gun in Each Hand,"01:25:27,538","01:25:28,463",muy instructiva. | Me alegro.,Me Io he encontrado buscando un taxi y le he traído. | '¿Que tal?,
A Gun in Each Hand_2012_889344_1234,'¿Que tal?,greetings,0.6845172119140626,A Gun in Each Hand,"01:25:32,001","01:25:32,713",Hola. Hola. | Me Io he encontrado buscando un taxi y le he traído.,"Hola, andando tendrías que haber venido, | como nosotros, ¿verdad? Exacto.",
A Gun in Each Hand_2012_889344_1235,"Hola, andando tendrías que haber venido,",farewells,0.6101948928833009,A Gun in Each Hand,"01:25:33,252","01:25:36,052",Me Io he encontrado buscando un taxi y le he traído. | '¿Que tal?,"como nosotros, ¿verdad? Exacto. | ¿Viste el mensaje? Sí, Ia semana que viene, perfecto.",
A Gun in Each Hand_2012_889344_1238,"¿Qué tal? Bien, muy bien, ¿tú qué tal?",greetings,1.0,A Gun in Each Hand,"01:25:40,593","01:25:43,096","como nosotros, ¿verdad? Exacto. | ¿Viste el mensaje? Sí, Ia semana que viene, perfecto.","Ah, bien. | Pasad. No, pasad vosotros que subimos luego.",
A Gun in Each Hand_2012_889344_1240,"Pasad. No, pasad vosotros que subimos luego.",farewells,0.6680835914611817,A Gun in Each Hand,"01:25:54,941","01:25:57,444","¿Qué tal? Bien, muy bien, ¿tú qué tal? | Ah, bien.","No, ellos pueden esperar, subid. | ¿Qué piso era? EI cuarto.",
A Gun in Each Hand_2012_889344_1243,¿EI cuarto? Si.,greetings,0.7290407371520997,A Gun in Each Hand,"01:26:01,656","01:26:02,534","No, ellos pueden esperar, subid. | ¿Qué piso era? EI cuarto.",Chao. Chao.,
A Gun in Each Hand_2012_889344_1248,'¿Qué tal?,greetings,1.0,A Gun in Each Hand,"01:27:38,377","01:27:39,090","Ey, no te había visto.","Bien, a punto de casarme, pero bien. | ¿Y eso?",
A Gun in Each Hand_2012_889344_1260,pues me alegro.,emotions,0.79225341796875,A Gun in Each Hand,"01:28:10,618","01:28:11,412","quiere traerse el piano. | ¿Toca el piano?,",Gracias. | ¿Te Io has pensado bien? Con Io tranquilito que estabas.,
A Gun in Each Hand_2012_889344_1265,¿Y tú qué tal?,greetings,1.0,A Gun in Each Hand,"01:28:26,342","01:28:27,101","Eso es Io mismo que me dice mi perro, | pero, bueno, así luego me podré divorciary esas cosas.","Bien, bien. | ¿Sí?",
A Gun in Each Hand_2012_889344_1266,"Bien, bien.",farewells,0.7379961204528809,A Gun in Each Hand,"01:28:27,218","01:28:28,012","pero, bueno, así luego me podré divorciary esas cosas. | ¿Y tú qué tal?",¿Sí? | Sí.,
A Gun in Each Hand_2012_889344_1286,"estabas con tu hijo, tu mujer.",family,0.6396855616569519,A Gun in Each Hand,"01:29:47,673","01:29:48,765","Sí, sí, gracias. | Nos hemos visto antes ¿no? en Ia portería,","Ah, sí, sí, es verdad. | ¿Está mejor, tu mujer?",
A Gun in Each Hand_2012_889344_1292,¿te apetece una cerveza?,plans,0.8,A Gun in Each Hand,"01:30:01,270","01:30:02,563","está embarazada. | Enhorabuena,","Sí. | ¿Y tu enfermera?, ¿no va a venir?",
A Gun in Each Hand_2012_889344_1302,ya mi hijo no le gustaba.,family,0.8,A Gun in Each Hand,"01:30:40,518","01:30:41,562","él tiene más pelo que yo, qué le voy a hacer. | Pero bueno, casi mejor así, estaba de guardia todas las noches","Pues era muy guapa. | A mi vecino también se Io pareció, esto, sí.",
To Barcelona with Love_2025_10592564_9,. en libertad. Hablando de eso.,farewells,0.6008782577514649,To Barcelona with Love,"00:01:13,942","00:01:15,116","Muchas gracias por desviarte de tu camino. | Sólo quería verlo en los estantes, ¿sabes?.",Espera un segundo. | ¿La mesa de ofertas? Sólo lleva un mes en el mercado.,
To Barcelona with Love_2025_10592564_10,Espera un segundo.,farewells,0.6210964393615723,To Barcelona with Love,"00:01:15,151","00:01:16,201","Sólo quería verlo en los estantes, ¿sabes?. | . en libertad. Hablando de eso.",¿La mesa de ofertas? Sólo lleva un mes en el mercado. | ¿Qué?,
To Barcelona with Love_2025_10592564_21,"Hola, ¿puedo firmarte esto?",greetings,0.8794068479537963,To Barcelona with Love,"00:01:38,692","00:01:40,350","Bueno, bueno, no lo he hecho, pero sí hice Google Street View. | y caminé por toda la ciudad.","Ah, no. | ¿No es básicamente lo mismo?",
To Barcelona with Love_2025_10592564_40,Buenos días. Un momentito.,greetings,1.0,To Barcelona with Love,"00:02:26,016","00:02:28,316",para un tercer libro. | ¿Qué?,"Oh, sólo soy yo, Mateo. | Hola, Erica.",
To Barcelona with Love_2025_10592564_42,"Hola, Erica.",greetings,0.925590124130249,To Barcelona with Love,"00:02:30,900","00:02:32,569","Buenos días. Un momentito. | Oh, sólo soy yo, Mateo.","Hola. | Ahora, quiero que sepas que me costó cada gramo.",
To Barcelona with Love_2025_10592564_46,"Bueno, entonces. aquí está tu recompensa.",farewells,0.6011134338378907,To Barcelona with Love,"00:02:38,919","00:02:41,161","Ahora, quiero que sepas que me costó cada gramo. | de mi fuerza de voluntad no comer tu Magdalena.","Oh, deberías conservarla. | Dámela en un par de semanas.",
To Barcelona with Love_2025_10592564_62,"Este es para mi hermana, para Sant Jordi.",family,0.7454070472717286,To Barcelona with Love,"00:03:12,901","00:03:14,569",¿Qué te pareció? | No lo he leído todavía.,Escuché que es el libro. | que todo el mundo está intercambiando este año.,
To Barcelona with Love_2025_10592564_67,Gracias. Gracias.,greetings,0.8,To Barcelona with Love,"00:03:22,076","00:03:23,203",Lo leeré cuando ella termine. | No puedo esperar a escuchar lo que piensas.,"Se lo haré saber. | Si son más malas noticias, necesitaré otro de estos.",
To Barcelona with Love_2025_10592564_79,Muchas gracias.,greetings,0.7754326057434082,To Barcelona with Love,"00:03:52,894","00:03:53,794",EL JARDÍN DE LOS LIBROS | Quedan 14 días para Sant Jordi.,"Esto es para ti. Que lo disfrutes. Gracias. | Buen día, ojitos azules.",
To Barcelona with Love_2025_10592564_80,Esto es para ti. Que lo disfrutes. Gracias.,farewells,0.8,To Barcelona with Love,"00:03:53,795","00:03:56,495",Quedan 14 días para Sant Jordi. | Muchas gracias.,"Buen día, ojitos azules. | Buen día, ojitos. rojos.",
To Barcelona with Love_2025_10592564_82,"Buen día, ojitos. rojos.",greetings,0.6445302200317383,To Barcelona with Love,"00:03:59,897","00:04:01,897","Esto es para ti. Que lo disfrutes. Gracias. | Buen día, ojitos azules.",Me quedé hasta tarde haciendo inventario. Debo verme fatal. | No.,
To Barcelona with Love_2025_10592564_85,Te ves. bien.,farewells,0.8,To Barcelona with Love,"00:04:08,706","00:04:10,416",Me quedé hasta tarde haciendo inventario. Debo verme fatal. | No.,¿Barcelona Mi Amor es el libro número uno? | Apenas podemos mantenerlo en existencia.,
To Barcelona with Love_2025_10592564_128,"Buenas noches, Rubia.",greetings,0.8,To Barcelona with Love,"00:06:03,622","00:06:04,322",Definitivamente debería haber usado esto en el libro. | ¿Nico?,Hola. | ¿Qué tal?,lexical:che
To Barcelona with Love_2025_10592564_138,Un segundo.,farewells,0.6439073753356934,To Barcelona with Love,"00:06:15,125","00:06:16,125","Por supuesto. Pero, sólo. | Espera.",Bueno. | Disculpa.,
To Barcelona with Love_2025_10592564_144,Buenas noches.,farewells,0.7582600784301758,To Barcelona with Love,"00:06:45,781","00:06:46,481",¿Sí? | Sí. Por supuesto.,Buenas. | ¿Cómo estás?,lexical:che
To Barcelona with Love_2025_10592564_146,¿Cómo estás?,greetings,1.0,To Barcelona with Love,"00:06:48,283","00:06:49,283",Buenas noches. | Buenas.,Bien. | ¿Cómo estás?,
To Barcelona with Love_2025_10592564_148,¿Cómo estás?,greetings,1.0,To Barcelona with Love,"00:06:50,660","00:06:52,001",¿Cómo estás? | Bien.,¿Puedo ofrecerte algo para beber? | Sí.,
To Barcelona with Love_2025_10592564_162,"Sí, azafrán.",farewells,0.6494449806213379,To Barcelona with Love,"00:07:10,795","00:07:12,072",¿Cómo se dice? | ¿Azafrán?,"Así es, azafrán. | Me conoces muy bien.",
To Barcelona with Love_2025_10592564_168,Por eso sé lo que quieres.,plans,0.8,To Barcelona with Love,"00:07:23,067","00:07:25,736",Se siente como si hubiéramos sido amigos toda la vida. | Una eternidad.,¿Sí? | Sí.,
To Barcelona with Love_2025_10592564_183,"¿Es sólo un libro que quieres que lea, verdad?",plans,0.8,To Barcelona with Love,"00:08:08,946","00:08:11,616","Quiero decir, no es que me vayas a regalar un libro en Sant Jordi. | Esto no es un gesto romántico.","Lo entiendo. | Bueno, es de lo que estábamos hablando,",
To Barcelona with Love_2025_10592564_197,"Sí, mañana.",farewells,0.6420384597778321,To Barcelona with Love,"00:08:48,938","00:08:50,279",¡ha aceptado venir a Barcelona por Sant Jordi! | ¿Ella viene aquí?,"Así que tengo que pedirte un favor. | Si no puedo estar tanto presente por el trabajo,",
To Barcelona with Love_2025_10592564_217,pero no creo que pueda.,opinions,0.8,To Barcelona with Love,"00:09:42,742","00:09:44,142","Y ahora te toca ser su amiga de Barcelona. | Sólo me pidió que le hiciera un favor,",¿Por qué? ¿Por qué no? | Código de silencio.,
To Barcelona with Love_2025_10592564_221,De acuerdo.,farewells,0.779249496459961,To Barcelona with Love,"00:09:52,133","00:09:53,009",Código de silencio. | Ajá.,Yo hice la traducción. | ¿En serio?,
To Barcelona with Love_2025_10592564_231,"Ah, claro. Lo siento. Leyó tu traducción.",apologies,0.601141757965088,To Barcelona with Love,"00:10:15,566","00:10:18,034","Entonces, ¿el autor de este libro es tan brillante como dice Nico? | Bueno, Nico no leyó realmente la versión de Anna Kelly.",Es sólo un poquito más que una traducción. | Erica. ¿qué hiciste?,
To Barcelona with Love_2025_10592564_245,Pero creo que me moví más de lo que debía.,opinions,0.8,To Barcelona with Love,"00:10:45,353","00:10:47,153","Y, ya sabes, te dan un poco de margen. | cuando estás haciendo una traducción.",Y ahora esta es la versión que a todo Barcelona. | está volviendo loco.,
To Barcelona with Love_2025_10592564_260,"Bueno, al menos puedes decirle que escribiste las palabras.",requests,0.8,To Barcelona with Love,"00:11:18,969","00:11:21,180",Y claro hace cinco minutos cuando me regaló un libro. | no en el día de Sant Jordi.,"de las que está tan enamorado. | No, no puedo.",
To Barcelona with Love_2025_10592564_269,Tampoco puedes decírselo a nadie.,requests,0.8,To Barcelona with Love,"00:11:37,288","00:11:39,031",Así que no debo decirle a nadie. | que tuve algo que ver con esto.,Bien. Pero odio este código de silencio. | Sí.,
To Barcelona with Love_2025_10592564_273,"Oh, disculpe.",apologies,0.7531446647644043,To Barcelona with Love,"00:11:55,715","00:11:58,140",Sí. | Yo también.,Hola. De hecho yo escribí este libro. | Mire.,
To Barcelona with Love_2025_10592564_274,Hola. De hecho yo escribí este libro.,greetings,0.8,To Barcelona with Love,"00:11:58,175","00:11:59,593","Yo también. | Oh, disculpe.",Mire. | ¿Quiere que lo firme?,
To Barcelona with Love_2025_10592564_279,Gracias. Que lo disfrute. Gracias.,farewells,0.8,To Barcelona with Love,"00:12:07,393","00:12:09,353",¡Vaya! Esto es genial. | Realmente lo es.,"Hola, Anna. Hola. | Soy amiga de Nico Olivera de la librería,",
To Barcelona with Love_2025_10592564_280,"Hola, Anna. Hola.",greetings,1.0,To Barcelona with Love,"00:12:09,388","00:12:10,903",Realmente lo es. | Gracias. Que lo disfrute. Gracias.,"Soy amiga de Nico Olivera de la librería, | y me pidió que viniera aquí. Soy Erica.",
To Barcelona with Love_2025_10592564_295,"Oh, Dios mío, lo siento. No. Está bien.",apologies,0.779279727935791,To Barcelona with Love,"00:12:38,501","00:12:40,009","Sólo para aclarar, no soy una asistente sino. | una compatriota estadounidense que está aquí para presentarte Barcelona.",Por supuesto que eres estadounidense. | Estaba pensando que hablabas muy buen inglés.,
To Barcelona with Love_2025_10592564_304,Así que creo que tomé la decisión correcta.,opinions,0.7855415487289429,To Barcelona with Love,"00:12:56,108","00:12:57,151",Resultó ser un jugador de bolos profesional. | Vaya.,Yo también. | No tengo idea por qué te acabo de decir eso.,
To Barcelona with Love_2025_10592564_309,Creo que sólo tengo una de esas caras.,opinions,0.8,To Barcelona with Love,"00:13:04,630","00:13:06,368","Oh, no, no. Está bien. | ¿Sabes qué? Esto me pasa todo el tiempo.",La gente me dice cosas. | Lo siento mucho. No hay problema.,
To Barcelona with Love_2025_10592564_311,Lo siento mucho. No hay problema.,apologies,0.7236360740661621,To Barcelona with Love,"00:13:07,286","00:13:09,079",Creo que sólo tengo una de esas caras. | La gente me dice cosas.,Entonces ¿dónde está mi asistente? | No tienes una.,
To Barcelona with Love_2025_10592564_315,Pero necesito llevarte a la librería.,requests,0.6283504033088684,To Barcelona with Love,"00:13:14,793","00:13:16,128",No tienes una. | Oh.,"Vamos. Toma, sujeta eso. | Gracias.",
To Barcelona with Love_2025_10592564_316,"Vamos. Toma, sujeta eso.",farewells,0.6864362907409669,To Barcelona with Love,"00:13:16,163","00:13:17,797",Oh. | Pero necesito llevarte a la librería.,"Gracias. | Voy a. Mira, estamos sosteniendo las cosas.",
To Barcelona with Love_2025_10592564_325,Puedes llamarme Anna.,requests,0.8,To Barcelona with Love,"00:13:36,725","00:13:38,067",Oh. | Lo siento. Olvidé lo del beso en ambas mejillas.,Anna. | La bella poetisa.,
To Barcelona with Love_2025_10592564_335,que tenía que probar. Espera.,farewells,0.637472267150879,To Barcelona with Love,"00:13:53,409","00:13:55,793",Literalmente siempre tengo hambre. | ¿Sabes qué? El recepcionista del hotel me dijo.,Fuet de Vic. | Fuet. Fuet de Vic.,
To Barcelona with Love_2025_10592564_342,Sí. Vamos.,farewells,0.7334032249450684,To Barcelona with Love,"00:14:06,547","00:14:07,972","Eso es lo que me dicen. | ¿Vamos, entonces?","Eri, ¿te unes a nosotros? | Oh, sí, por favor.",
To Barcelona with Love_2025_10592564_344,"Oh, sí, por favor.",requests,0.8,To Barcelona with Love,"00:14:11,343","00:14:12,274","Sí. Vamos. | Eri, ¿te unes a nosotros?",En caso de que no encuentre las palabras. | O yo.,
To Barcelona with Love_2025_10592564_348,Perfecto. Vamos.,farewells,0.7381416511535646,To Barcelona with Love,"00:14:17,266","00:14:18,357",O yo. | Por supuesto.,Por favor. | Prueba esto.,
To Barcelona with Love_2025_10592564_349,Por favor.,farewells,0.7843626213073731,To Barcelona with Love,"00:14:18,392","00:14:19,316",Por supuesto. | Perfecto. Vamos.,Prueba esto. | Increíble. Dime cómo lo pronuncias.,
To Barcelona with Love_2025_10592564_352,Pana. Pane.,farewells,0.739691276550293,To Barcelona with Love,"00:14:22,605","00:14:24,411",Prueba esto. | Increíble. Dime cómo lo pronuncias.,Panellets. | Panellets. Panellets.,
To Barcelona with Love_2025_10592564_355,Está bien. Panellets. Sí.,farewells,0.6250426483154298,To Barcelona with Love,"00:14:27,262","00:14:28,457",Panellets. | Panellets. Panellets.,Este es de la panadería más antigua de Cataluña. | Erica es nuestra especialista residente en pastelería.,
To Barcelona with Love_2025_10592564_369,"Sabes, creo que. siempre pensé que.",opinions,0.8743311071395874,To Barcelona with Love,"00:15:01,066","00:15:04,403","Intangibles. | Intangibles, intangibles.",pertenecía a Europa. | Quizás viví aquí en una vida pasada.,
To Barcelona with Love_2025_10592564_373,"De lo contrario, ¿cómo podrías saber tantos detalles?",requests,0.8,To Barcelona with Love,"00:15:09,700","00:15:12,703",Quizás viví aquí en una vida pasada. | Yo lo creo.,Es. es. | ¿No sé qué me pasa hoy?,
To Barcelona with Love_2025_10592564_385,Oh. Mucho gusto.,greetings,1.0,To Barcelona with Love,"00:15:36,644","00:15:37,985","Eddie, Anna, este es mi nuevo subgerente. | Josep.","Un placer conocerte. Estoy obsesionado con tu libro. | ¿Me firmarías mi copia de ""Mi Amor""?",
To Barcelona with Love_2025_10592564_393,Sí. Aquí tienes.,farewells,0.6037566375732423,To Barcelona with Love,"00:15:51,867","00:15:53,160","Además, recién la computadora falló y no podemos facturar a nadie. | Está bien, vuelvo enseguida.",Muchas gracias. | Gracias.,
To Barcelona with Love_2025_10592564_394,Muchas gracias.,greetings,0.7754326057434082,To Barcelona with Love,"00:15:53,994","00:15:54,870","Está bien, vuelvo enseguida. | Sí. Aquí tienes.","Gracias. | ¡Oh, Dios mío!",
To Barcelona with Love_2025_10592564_409,Está bien. Entonces.,farewells,0.7874837112426758,To Barcelona with Love,"00:16:19,189","00:16:20,062",No. Está bien. | Ni siquiera cerca.,¿Ideas? ¿Qué hago? | ¿Sobre qué?,
To Barcelona with Love_2025_10592564_420,Muchas gracias.,greetings,0.7754326057434082,To Barcelona with Love,"00:16:41,041","00:16:42,000","Oh, no eres una romántica, ¿verdad? | ¡Hola!",Sí. | Estoy en el cielo.,
To Barcelona with Love_2025_10592564_429,".por favor dime, ¿cuál fue tu inspiración.",requests,0.8,To Barcelona with Love,"00:16:55,597","00:16:58,308","Hola. | Entonces, Anna. Sí.",detrás de escena del. | delfinario?,
To Barcelona with Love_2025_10592564_437,Lo lamento.,apologies,0.8,To Barcelona with Love,"00:17:18,537","00:17:19,538","se sintiera más masculino, ya sabes, pescando con arpón. | en lugar de simplemente comprarlo en el mercado.",No la he entendido. | ¿Cena?,
To Barcelona with Love_2025_10592564_459,"En ese caso, estás a punto de ser muy feliz.",emotions,0.95737380027771,To Barcelona with Love,"00:18:08,462","00:18:11,548","Ah, sí. Justo estaba leyendo sobre eso. | Me muero por probarlo.",Oh. | Aquí tienes.,
To Barcelona with Love_2025_10592564_461,Aquí tienes.,farewells,0.6695137214660645,To Barcelona with Love,"00:18:14,134","00:18:15,469","En ese caso, estás a punto de ser muy feliz. | Oh.","""Grazias"". | ¿Qué fue eso?",
To Barcelona with Love_2025_10592564_483,¿Podrías parar? ¿A quién le importa?,requests,0.8,To Barcelona with Love,"00:18:57,427","00:18:58,762","o vitrales, o el Día de San Jordan. | Es el Día de Sant Jordi.",¡Dime qué más cambiaste! | ¿Está siquiera permitido hacer eso?,
To Barcelona with Love_2025_10592564_496,No creo que pueda quedarme aquí.,opinions,0.8,To Barcelona with Love,"00:19:21,702","00:19:23,579",Y yo soy la que va a ir firmando este libro. | que en realidad no escribí.,Anna. | Anna. sólo espera.,
To Barcelona with Love_2025_10592564_500,"No, no, no puedes irte.",requests,0.8,To Barcelona with Love,"00:19:40,589","00:19:42,104",Anna. sólo espera. | ¿Dónde está mi hotel? Tengo que empacar.,"Bueno, no puedo quedarme aquí. | Estoy aquí para un evento de autor,",
To Barcelona with Love_2025_10592564_519,"De acuerdo, espera un segundo.",farewells,0.6356149864196778,To Barcelona with Love,"00:20:18,915","00:20:20,058","Quiero decir, si nadie quiere leer lo que escribo. | ¿soy siquiera una escritora?","Ya publicaste un libro antes de este, ¿verdad? | Es más de lo que el 99% de la gente puede decir, incluyéndome a mí.",
To Barcelona with Love_2025_10592564_525,Y el amor y el matrimonio y tener una familia.,family,0.8,To Barcelona with Love,"00:20:34,191","00:20:37,361",¿Qué? ¿Publicar? | Sí.,"Nunca he dicho eso en voz alta antes. | Ahora sé por qué, porque es realmente deprimente.",
